E.Colli,Coliform,Arsen,Kromium,Kadmium ,Nitrit,Nitrat,Sianida,Selenium,Alumunium,Besi,Kesadahan,Klorida,Mangan,pH,Seng,Sulfat,Tembaga,Amonia,Chlor,BOD5,COD,Bau,Warna,Kekeruhan,Rasa ,Suhu,TDS,Potabilitas
6,1.600.000,"0,000881","0,016","0,05","0,088","5,404","0,001","0,0021","0,006","0,3","117,3","21,892","0,09","7,314","0,05","23,4076","0,300","0,21","0,045","1,5","8,048",Tidak Berbau,"5,8","0,6",Tidak Berasa,"31,7","183,9",0
6,540.000,"0,000881","0,017","0,05","0,166","8,483","0,001","0,0021","0,006","0,3","117,3","20,398","0,09","7,162","0,05","23,4076","0,301","0,21","0,025","1,5","9,475",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","169,3",0
6,540.000,"0,000881","0,018","0,05","0,282","9,989","0,001","0,0021","0,006","0,3","117,3","18,698","0,09","7,117","0,0513","23,4076","0,302","0,21","0,045","1,5","5,383",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","176,9",0
6,1.600.000,"0,000881","0,019","0,05","0,691","11,655","0,001","0,0021","0,006","0,3","117,3","26,954","0,09","7,117","0,0623","23,4076","0,303","0,21","0,025","1,5","3,939",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","199,7",0
6,1.600.000,"0,000881","0,020","0,05","0,875","10,068","0,001","0,0021","0,006","0,3","117,3","25,74","0,09","7,269","0,0586","23,4076","0,304","0,21","0,045","1,5","13,428",Tidak Berbau,"5,8","0,6",Tidak Berasa,"31,7",207,0
6,240.000,"0,000881","0,021","0,05","1,086","7,803","0,001","0,0021","0,006","0,3","117,3","26,833","0,09","7,207","0,0678","23,4076","0,305","0,21","0,045","1,5","8,318",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,45",211,0
6,240.000,"0,000881","0,022","0,05","0,044","4,768","0,001","0,0021","0,006","0,3","117,3","10,72","0,09","7,028","0,02","23,4076","0,306","0,21","0,025","1,5","7,261",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","117,5",0
6,240.000,"0,000881","0,023","0,05","0,075","5,942","0,001","0,0021","0,006","0,3","117,3","12,762","0,09","7,108","0,0827","23,4076","0,307","0,21","0,025","1,5","4,466",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","124,8",0
6,240.000,"0,000881","0,024","0,05","0,186","7,736","0,001","0,0021","0,006","0,3","117,3","13,273","0,09","6,92","0,05","23,4076","0,308","0,21","0,045","1,5","7,257",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","135,8",0
6,240.000,"0,000881","0,025","0,05","0,158","7,876","0,001","0,0021","0,006","0,3","117,3","14,293","0,09","7,162","0,05","23,4076","0,309","0,21","0,045","1,5","7,056",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24",142,0
6,240.000,"0,000881","0,026","0,05","0,365","7,722","0,001","0,0021","0,006","0,3","117,3","15,314","0,09","7,224","0,0504","23,4076","0,310","0,21","0,045","1,5","9,2",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","149,2",0
6,920.000,"0,000881","0,027","0,05","0,099","9,732","0,001","0,0021","0,006","0,3","117,3","14,57","0,09","7,251","0,05","23,4076","0,311","0,067","0,045","1,5","12,107",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","111,9",0
6,240.000,"0,000881","0,028","0,05","0,161","11,721","0,001","0,0021","0,006","0,3","117,3","14,57","0,09","7,153","0,05","23,4076","0,312","0,095","0,045","1,5","10,358",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","180,7",0
6,1.600.000,"0,000881","0,029","0,05","0,373","13,845","0,001","0,0021","0,006","0,3","117,3","20,884","0,09","7,037","0,05","23,4076","0,313","0,163","0,045","1,5","10,911",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","189,8",0
6,540.000,"0,000881","0,030","0,05","0,613","14,079","0,001","0,0021","0,006","0,3","117,3","16,998","0,09","7,198","0,05","23,4076","0,314","0,216","0,045","1,5","13,568",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2",208,0
6,1.600.000,"0,000881","0,031","0,05","0,879","13,643","0,001","0,0021","0,006","0,3","117,3","23,798","0,09","7,18","0,05","23,4076","0,315","0,229","0,045","1,5","14,79",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2",218,0
6,1.600.000,"0,000881","0,032","0,05","0,131","11,777","0,001","0,0021","0,006","0,3","117,3","21,44","0,09","7,162","0,05","23,4076","0,316","0,065","0,025","1,5","6,596",Tidak Berbau,"5,8","0,6",Tidak Berasa,27,"194,4",0
6,1.600.000,"0,000881","0,033","0,05","0,218","13,776","0,001","0,0021","0,006","0,3","117,3","25,014","0,09","6,716","0,05","23,4076","0,317","0,118","0,025","1,5","7,755",Tidak Berbau,"5,8","0,6",Tidak Berasa,28,201,0
6,1.600.000,"0,000881","0,034","0,05","0,413","16,053","0,001","0,0021","0,006","0,3","117,3","22,461","0,09","6,771","0,05","23,4076","0,318","0,156","0,025","1,5","15,349",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,4","201,4",0
6,1.600.000,"0,000881","0,035","0,05","0,8758","14,076","0,001","0,0021","0,006","0,3","117,3","25,524","0,09","6,841","0,05","23,4076","0,319","0,288","0,025","1,5","11,809",Tidak Berbau,"5,8","0,6",Tidak Berasa,29,222,0
6,1.600.000,"0,000881","0,036","0,05","0,9149","13,394","0,001","0,0021","0,006","0,3","117,3","23,227","0,09","7,046","0,05","23,4076","0,320","0,2687","0,025","1,5","14,935",Tidak Berbau,"5,8","0,6",Tidak Berasa,29,227,0
6,49.000,"0,000881","0,037","0,05","0,076","10,972","0,001","0,0021","0,006","0,3","117,3","19,632","0,09","7,072","0,09","23,4076","0,321","0,059","0,025","1,5","6,319",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,55",203,0
6,920.000,"0,000881","0,038","0,05","0,274","13,206","0,001","0,0021","0,006","0,3","117,3","21,142","0,09","6,9","0,09","23,4076","0,322","0,114","0,025","1,5","17,719",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,55",214,0
6,1.600.000,"0,000881","0,039","0,05","0,659","14,872","0,001","0,0021","0,006","0,3","117,3","24,163","0,09","6,79","0,09","23,4076","0,323","0,215","0,045","1,5","10,312",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56",229,0
6,1.600.000,"0,000881","0,040","0,05","0,908","13,428","0,001","0,0021","0,006","0,3","117,3","23,156","0,09","6,8","0,09","23,4076","0,324","0,247","0,045","1,5","18,579",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,57",235,0
6,240.000,"0,000881","0,041","0,05","1,178","11,373","0,001","0,0021","0,006","0,3","117,3","29,7","0,09","6,82","0,09","23,4076","0,325","0,202","0,045","1,5","14,493",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56",246,0
6,220.000,"0,000881","0,042","0,05","0,163","9,802","0,001","0,0021","0,006","0,3","117,3","16,864","0,09","7,117","0,09","23,4076","0,326","0,109","0,025","1,5","8,249",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,55","195,3",0
6,240.000,"0,000881","0,043","0,05","0,305","11,943","0,001","0,0021","0,006","0,3","117,3","18,625","0,09","6,83","0,09","23,4076","0,327","0,144","0,025","1,5","12,252",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,55",204,0
6,1.600.000,"0,000881","0,044","0,05","0,876","13,87","0,001","0,0021","0,006","0,3","117,3","21,142","0,09","6,75","0,09","23,4076","0,328","0,186","0,045","1,5","10,456",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56",220,0
6,920.000,"0,000881","0,045","0,05","1,147","11,879","0,001","0,0021","0,006","0,3","117,3","29,7","0,09","6,8","0,09","23,4076","0,329","0,291","0,045","1,5","11,82",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56",251,0
6,240.000,"0,000881","0,046","0,05","1,132","11,639","0,001","0,0021","0,006","0,3","117,3","25,799","0,09","6,79","0,09","23,4076","0,330","0,311","0,045","1,5","19,23",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56",248,0
6,39.000,"0,000881","0,047","0,05","0,29","9,697","0,001","0,0021","0,006","0,3","117,3","21,898","0,09","7,135","0,09","23,4076","0,331","0,116","0,025","1,5","23,613",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56","178,6",0
6,1.600.000,"0,000881","0,048","0,05","0,408","12,188","0,001","0,0021","0,006","0,3","117,3","22,526","0,09","6,94","0,09","23,4076","0,332","0,14","0,025","1,5","14,125",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56","185,8",0
6,540.000,"0,000881","0,049","0,05","1,076","12,66","0,001","0,0021","0,006","0,3","117,3","24,918","0,09","6,94","0,09","23,4076","0,333","0,236","0,025","1,5","22,613",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56",200,0
6,1.600.000,"0,000881","0,050","0,05","1,25","10,156","0,001","0,0021","0,006","0,3","117,3","27,938","0,09","7,009","0,09","23,4076","0,334","0,307","0,025","1,5","25,574",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58",214,0
6,1.600.000,"0,000881","0,051","0,05","0,649","6,439","0,001","0,0021","0,006","0,3","117,3","26,931","0,09","6,73","0,09","23,4076","0,335","0,234","0,025","1,5","14,957",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58",215,0
6,350.000,"0,000881","0,052","0,05","0,253","9,048","0,001","0,0021","0,006","0,3","117,3","19,264","0,09","6,94","0,09","23,4076","0,336","0,234","0,025","1,5","12,746",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57",209,0
6,920.000,"0,000881","0,053","0,05","0,409","11,162","0,001","0,0021","0,006","0,3","117,3","20,531","0,09","6,63","0,09","23,4076","0,337","0,234","0,045","1,5","27,171",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57",221,0
6,1.600.000,"0,000881","0,054","0,05","1,009","12,046","0,001","0,0021","0,006","0,3","117,3","24,839","0,09","6,6","0,09","23,4076","0,338","0,234","0,045","1,5","24,446",Tidak Berbau,"5,8","0,6",Tidak Berasa,"31,68",241,0
6,1.600.000,"0,000881","0,055","0,05","1,144","9,487","0,001","0,0021","0,006","0,3","117,3","29,656","0,09","6,69","0,09","23,4076","0,339","0,234","0,045","1,5","14,154",Tidak Berbau,"5,8","0,6",Tidak Berasa,"31,6",260,0
6,350.000,"0,000881","0,056","0,05","0,213","4,543","0,001","0,0021","0,006","0,3","117,3","30,923","0,09","6,38","0,09","23,4076","0,340","0,234","0,045","1,5","14,797",Tidak Berbau,"5,8","0,6",Tidak Berasa,"34,48",279,0
6,1.600.000,"0,000881","0,057","0,05","0,342","10,658","0,001","0,0021","0,006","0,3","117,3","23,993","0,09","7,018","0,09","23,4076","0,341","0,234","0,045","1,5","18,195",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,59",205,0
6,1.600.000,"0,000881","0,058","0,05","0,641","13,401","0,001","0,0021","0,006","0,3","117,3","28,587","0,09","7,081","0,09","23,4076","0,342","0,234","0,045","1,5","13,08",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,59",211,0
6,1.600.000,"0,000881","0,059","0,05","1,141","11,288","0,001","0,0021","0,006","0,3","117,3","25,524","0,09","7,162","0,09","23,4076","0,343","0,234","0,045","1,5","14,912",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,59",227,0
6,430.000,"0,000881","0,060","0,05","1,051","6,583","0,001","0,0021","0,006","0,3","117,3","30,629","0,09","7,252","0,09","23,4076","0,344","0,234","0,045","1,5","22,897",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57",237,0
6,1.600.000,"0,000881","0,061","0,05","0,181","5,258","0,001","0,0021","0,006","0,3","117,3","30,884","0,09","7,018","0,09","23,4076","0,345","0,234","0,045","1,5","11,301",Tidak Berbau,"5,8","0,6",Tidak Berasa,"31,6",248,0
6,47.000,"0,000881","0,062","0,05","0,554","9,009","0,001","0,0021","0,006","0,3","117,3","24,673","0,09","6,92","0,09","23,4076","0,346","0,234","0,025","1,5","15,801",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56",203,0
6,47.000,"0,000881","0,063","0,05","0,797","11,589","0,001","0,0021","0,006","0,3","117,3","24,93","0,09","6,89","0,09","23,4076","0,347","0,234","0,025","1,5","7,601",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57",211,0
6,430.000,"0,000881","0,064","0,05","1,002","10,312","0,001","0,0021","0,006","0,3","117,3","26,729","0,09","6,91","0,09","23,4076","0,348","0,234","0,025","1,5","9,232",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58",224,0
6,1.600.000,"0,000881","0,065","0,05","0,918","7,698","0,001","0,0021","0,006","0,3","117,3","32,898","0,09","7,117","0,09","23,4076","0,349","0,234","0,045","1,5","13,944",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,59",248,0
6,-24,"0,000881","0,066","0,05",-15,-16,"0,001","0,0021","0,006","0,3","117,3",-35,"0,09",-8,-27,-34,"0,350",-17,-18,"1,5",-14,Tidak Berbau,"5,8","0,6",Tidak Berasa,-7,-10,0
6,1.600.000,"0,000881","0,067","0,05","0,14","4,9","0,001","0,0021","0,006","0,3","117,3","32,127","0,09","6,63","0,09","28,44","0,351","0,236","0,045","1,5","15,689",Tidak Berbau,"5,8","0,6",Tidak Berasa,"32,61",246,0
6,540.000,"0,000881","0,068","0,05","0,334","6,268","0,001","0,0021","0,006","0,3","117,3","18,625","0,09","6,71","0,09","28,44","0,352","0,236","0,045","1,5","26,53",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57","89,5",0
6,920.000,"0,000881","0,069","0,05","0,554","10,115","0,001","0,0021","0,006","0,3","117,3","21,142","0,09","6,62","0,09","28,44","0,353","0,236","0,045","1,5","30,191",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58","53,8",0
6,1600000,"0,000881","0,070","0,05","0,907","9,756","0,001","0,0021","0,006","0,3","117,3","23,156","0,09","6,7","0,09","28,44","0,354","0,236","0,045","1,5","23,628",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58","102,8",0
6,1600000,"0,000881","0,071","0,05","0,875","7,015","0,001","0,0021","0,006","0,3","117,3","23,659","0,09","6,69","0,09","28,44","0,355","0,236","0,045","1,5","32,511",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,59","109,1",0
6,220.000,"0,000881","0,072","0,05","0,668","5,753","0,001","0,0021","0,006","0,3","117,3","26,68","0,09","6,79","0,09","28,44","0,356","0,236","0,045","1,5","22,677",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,59","114,9",0
6,220.000,"0,000881","0,073","0,05","0,158","0,947","0,001","0,0021","0,006","0,3","117,3","26,68","0,09","6,93","0,05","28,44","0,357","0,236","0,025","1,5","16,915",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,24","105,5",0
6,220.000,"0,000881","0,074","0,05","0,46","3,409","0,001","0,0021","0,006","0,3","117,3","26,68","0,09","6,691","0,05","28,44","0,358","0,236","0,025","1,5","35,674",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","110,2",0
6,220.000,"0,000881","0,075","0,05","0,669","3,547","0,001","0,0021","0,006","0,3","117,3","26,68","0,09","6,691","0,05","28,44","0,359","0,236","0,025","1,5","77,377",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,4","109,2",0
6,220.000,"0,000881","0,076","0,05","0,671","6,145","0,001","0,0021","0,006","0,3","117,3","26,68","0,09","6,841","0,05","28,44","0,360","0,236","0,025","1,5","18,351",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","107,5",0
6,920.000,"0,000881","0,077","0,05","0,235","2,706","0,001","0,0021","0,006","0,3","117,3","12,496","0,09","7,037","0,05","28,44","0,361","0,168","0,045","1,5","35,844",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","121,3",0
6,540.000,"0,000881","0,078","0,05","0,865","4,193","0,001","0,0021","0,006","0,3","117,3","15,995","0,09","6,813","0,061","28,44","0,362","0,194","0,045","1,5","25,488",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","134,5",0
6,540.000,"0,000881","0,079","0,05","1,127","4,259","0,001","0,0021","0,006","0,3","117,3","16,495","0,09","6,912","0,0525","28,44","0,363","0,194","0,045","1,5","27,157",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","137,7",0
6,130.000,"0,000881","0,080","0,05","1,008","7,616","0,001","0,0021","0,006","0,3","117,3","14,995","0,09","6,903","0,05","28,44","0,364","0,086","0,045","1,5","26,313",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","136,4",0
6,130.000,"0,000881","0,081","0,05","0,436","6,2","0,001","0,0021","0,006","0,3","117,3","15,825","0,09","6,761","0,081","28,44","0,365","0,086","0,045","1,5","18,15",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","150,2",0
6,130.000,"0,000114","0,082","0,05","1,122","10,798","0,001","0,0021","0,006","0,3","117,3","19,398","0,09","6,761","0,05","28,44","0,366","0,086","0,045","1,5","10,094",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","166,2",0
6,130.000,"0,000114","0,083","0,05","1,298","10,996","0,001","0,0021","0,006","0,3","117,3","42,37","0,09","6,841","0,0683","28,44","0,367","0,086","0,025","1,5","10,386",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","171,5",0
6,130.000,"0,000114","0,084","0,05","0,944","12,334","0,001","0,0021","0,006","0,3","117,3","18,888","0,09","6,96","0,0599","28,44","0,368","0,086","0,045","1,5","5,163",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","181,3",0
6,130.000,"0,000114","0,085","0,05","0,202","3,445","0,001","0,0021","0,006","0,3","117,3","9,228","0,09","6,562","0,05","28,44","0,369","0,086","0,045","1,5","18,365",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,28","126,8",0
6,130.000,"0,000114","0,086","0,05","0,466","6,879","0,001","0,0021","0,006","0,3","117,3","12,627","0,09","6,761","0,05","28,44","0,370","0,086","0,045","1,5","7,013",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","144,6",0
6,130.000,"0,000114","0,087","0,05","0,628","7,54","0,001","0,0021","0,006","0,3","117,3","13,599","0,09","6,821","0,05","28,44","0,371","0,086","0,045","1,5","9,752",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","150,5",0
6,130.000,"0,000114","0,088","0,05","0,607","8,34","0,001","0,0021","0,006","0,3","117,3","13,599","0,09","6,761","0,05","28,44","0,372","0,086","0,045","1,5","13,601",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","153,5",0
6,130.000,"0,000114","0,089","0,05","0,427","6,4","0,001","0,0021","0,006","0,3","117,3","13,304","0,09","7,072","0,09","28,44","0,373","0,086","0,045","1,5","19,552",Tidak Berbau,"5,8","0,6",Tidak Berasa,28,"156,1",0
6,130.000,"0,000114","0,003","0,05","0,707","8,625","0,001","0,0021","0,006","0,3","117,3","14,783","0,09","6,48","0,09","28,44","0,374","0,086","0,025","1,5","14,904",Tidak Berbau,"5,8","0,6",Tidak Berasa,28,"165,2",0
6,130.000,"0,000114","0,004","0,05","0,743","8,798","0,001","0,0021","0,006","0,3","117,3","48,29","0,09","6,76","0,09","28,44","0,375","0,086","0,025","1,5","10,905",Tidak Berbau,"5,8","0,6",Tidak Berasa,29,"167,3",0
6,130.000,"0,000114","0,005","0,05","0,526","10,411","0,001","0,0021","0,006","0,3","117,3","14,783","0,09","6,82","0,09","28,44","0,376","0,086","0,045","1,5","19,46",Tidak Berbau,"5,8","0,6",Tidak Berasa,28,"165,3",0
6,920.000,"0,000114","0,006","0,05","0,342","5,238","0,001","0,0021","0,006","0,3","117,3","12,585","0,09","6,94","0,09","28,44","0,377","0,055","0,045","1,5","19,076",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56","149,9",0
6,1.600.000,"0,000114","0,007","0,05","0,861","8,309","0,001","0,0021","0,006","0,3","117,3","15,605","0,09","6,78","0,09","28,44","0,378","0,079","0,045","1,5","25,671",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56","165,3",0
6,920.000,"0,000114","0,008","0,05","1,621","10,094","0,001","0,0021","0,006","0,3","117,3","16,109","0,09","6,89","0,09","28,44","0,379","0,034","0,045","1,5","16,763",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56","172,2",0
6,79.000,"0,000114","0,009","0,05","0,648","11,493","0,001","0,0021","0,006","0,3","117,3","16,109","0,09","6,94","0,09","28,44","0,380","0,034","0,045","1,5","28,956",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56","169,1",0
6,920.000,"0,000114","0,010","0,05","0,132","5,011","0,001","0,0021","0,006","0,3","117,3","12,585","0,09","6,98","0,09","28,44","0,381","0,07","0,045","1,5","11,98",Tidak Berbau,"5,8","0,6",Tidak Berasa,"24,54","157,3",0
6,540.000,"0,000114","0,011","0,05","0,502","6,881","0,001","0,0021","0,006","0,3","117,3","14,347","0,09","6,66","0,09","28,44","0,382","0,03","0,025","1,5","12,965",Tidak Berbau,"5,8","0,6",Tidak Berasa,"24,54","168,7",0
6,1.600.000,"0,000114","0,012","0,05","0,688","7,585","0,001","0,0021","0,006","0,3","117,3","15,857","0,09","6,79","0,09","28,44","0,383","0,037","0,025","1,5","16,809",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,55","171,1",0
6,240.000,"0,000114","0,013","0,05","0,537","9,574","0,001","0,0021","0,006","0,3","117,3","14,473","0,09","6,9","0,09","28,44","0,384","0,017","0,025","1,5","12,69",Tidak Berbau,"5,8","0,6",Tidak Berasa,"25,55",168,0
6,540.000,"0,000114","0,014","0,05","0,494","4,735","0,001","0,0021","0,006","0,3","117,3","15,605","0,09","7,09","0,09","28,44","0,385","0,275","0,025","1,5","73,163",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56","150,6",0
6,1.600.000,"0,000114","0,015","0,05","1,061","5,665","0,001","0,0021","0,006","0,3","117,3","18,625","0,09","7,018","0,09","28,44","0,386","0,407","0,25","1,5","36,249",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57","162,5",0
6,540.000,"0,000114","0,016","0,05","1,269","6,124","0,001","0,0021","0,006","0,3","117,3","18,625","0,09","7,036","0,09","28,44","0,387","0,318","0,025","1,5","50,831",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58","163,5",0
6,70.000,"0,000114","0,017","0,05","0,972","10,58","0,001","0,0021","0,006","0,3","117,3","16,738","0,09","7,009","0,09","28,44","0,388","0,113","0,025","1,5","21,237",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,58","154,9",0
6,1.600.000,"0,000114","0,018","0,05","0,448","5,965","0,001","0,0021","0,006","0,3","117,3","16,729","0,09","6,71","0,09","28,44","0,389","0,113","0,025","1,5","18,168",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56","138,6",0
6,1.600.000,"0,000114","0,019","0,05","0,789","5,919","0,001","0,0021","0,006","0,3","117,3","17,236","0,09","6,59","0,09","28,44","0,390","0,113","0,045","1,5","25,771",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56","193,1",0
6,430.000,"0,000114","0,020","0,05","1,06","5,427","0,001","0,0021","0,006","0,3","117,3","18,503","0,09","6,68","0,09","28,44","0,391","0,113","0,025","1,5","22,423",Tidak Berbau,"5,8","0,6",Tidak Berasa,"27,56","198,2",0
6,350.000,"0,000114","0,021","0,05","0,736","11,572","0,001","0,0021","0,006","0,3","117,3","18,376","0,09","6,69","0,09","28,44","0,392","0,113","0,025","1,5","21,687",Tidak Berbau,"5,8","0,6",Tidak Berasa,"26,56","194,9",0
6,350.000,"0,000114","0,022","0,05","0,223","2,286","0,001","0,0021","0,006","0,3","117,3","13,152","0,09","7,929","0,09","28,44","0,393","0,113","0,045","1,5","28,131",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57","134,5",0
6,350.000,"0,000114","0,023","0,05","0,291","2,918","0,001","0,0021","0,006","0,3","117,3","13,152","0,09","7,929","0,09","28,44","0,394","0,113","0,025","1,5","18,162",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57","136,1",0
6,350.000,"0,000114","0,024","0,05","0,605","3,715","0,001","0,0021","0,006","0,3","117,3","15,261","0,09","7,729","0,09","28,44","0,395","0,113","0,025","1,5","16,534",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57",135,0
2,350.000,"0,000114","0,025","0,05","0,347","3,658","0,001","0,0021","0,006","0,3","117,3","13,648","0,09","7,829","0,09","28,44","0,396","0,113","0,025","1,5","19,353",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,57","137,2",0
2,350.000,"0,000114","0,026","0,05","0,389","12,351","0,001","0,0021","0,006","0,3","117,3","21,036","0,09","6,93","0,05","28,44","0,397","0,113","0,045","1,5","10,74",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","179,9",0
2,350.000,"0,000114","0,027","0,05","0,659","12,93","0,001","0,0021","0,006","0,3","117,3","22,748","0,09","6,771","0,05","28,44","0,398","0,113","0,045","1,5","11,397",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","182,7",0
2,350.000,"0,000114","0,028","0,05","0,606","10,708","0,001","0,0021","0,006","0,3","117,3","24,95","0,09","6,801","0,05","28,44","0,399","0,113","0,025","1,5","2,9984",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","190,3",0
2,350.000,"0,000114","0,029","0,05","0,44","9,708","0,001","0,0021","0,006","0,3","117,3","25,439","0,09","6,841","0,05","28,44","0,400","0,113","0,045","1,5","9,291",Tidak Berbau,"5,8","0,6",Tidak Berasa,"30,45","197,6",0
2,350.000,"0,000114","0,030","0,05","0,339","11,211","0,001","0,0021","0,006","0,3","117,3","28,863","0,09","6,771","0,05","28,44","0,401","0,113","0,045","1,5","9,481",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","195,1",0
2,350.000,"0,000114","0,031","0,05","0,173","13,126","0,001","0,0021","0,006","0,3","117,3","21,126","0,09","7,055","0,0586","28,44","0,402","0,125","0,045","1,5","16,936",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","175,4",0
2,350.000,"0,000114","0,032","0,05","0,257","14,559","0,001","0,0021","0,006","0,3","117,3","19,184","0,09","6,99","0,0586","28,44","0,403","0,016","0,025","1,5","22,407",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","178,5",0
2,350.000,"0,000114","0,033","0,05","0,198","13,698","0,001","0,0021","0,006","0,3","117,3","19,912","0,09","7,037","0,05","28,44","0,404","0,066","0,025","1,5","9,721",Tidak Berbau,"5,8","0,6",Tidak Berasa,"28,24","183,8",0
2,350.000,"0,000114","0,034","0,05","0,27","12,623","0,001","0,0021","0,006","0,3","117,3","22,098","0,09","7,099","0,0552","28,44","0,405","0,098","0,045","1,5","16,49",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","193,9",0
2,350.000,"0,000114","0,035","0,05","0,43","12,112","0,001","0,0021","0,006","0,3","117,3","21,734","0,09","7,064","0,0617","28,44","0,406","0,073","0,025","1,5","42,723",Tidak Berbau,"5,8","0,6",Tidak Berasa,"29,2","3,4",0
2,350.000,"0,000114","0,036","0,05",-15,-16,"0,001","0,0021","0,006","0,3","117,3",-35,"0,09",-8,-27,"28,44","0,407",-17,-18,"1,5",-14,Tidak Berbau,"5,8","0,6",Tidak Berasa,-7,-10,0
